map_simple_use,premise_age_bucketed,height_bucket,total_count,global_average_floorcount,updated
Residential,1945-1959,10-11m,78498,2.264286988203521,False
Residential,1945-1959,11-12m,12055,3.281874740771464,False
Residential,1945-1959,12-13m,6580,3.8310030395136776,False
Residential,1945-1959,13-14m,4038,3.864784546805349,False
Residential,1945-1959,14-15m,2256,3.9095744680851063,False
Residential,1945-1959,15-16m,1182,4.010998307952622,False
Residential,1945-1959,16-17m,870,4.258620689655173,False
Residential,1945-1959,17-18m,549,4.774134790528233,False
Residential,1945-1959,18-19m,506,5.148221343873518,False
Residential,1945-1959,19-20m,312,5.259615384615385,False
Residential,1945-1959,20-22m,386,5.367875647668394,False
Residential,1945-1959,22-24m,180,5.966666666666667,False
Residential,1945-1959,24-26m,96,7.614583333333333,False
Residential,1945-1959,26-28m,109,8.146788990825687,False
Residential,1945-1959,28-30m,57,8.736842105263158,False
Residential,1945-1959,30-35m,93,11.064516129032258,False
Residential,1945-1959,35-40m,57,12.87719298245614,False
Residential,1945-1959,40-45m,380,13.891021181677466,True
Residential,1945-1959,45-50m,26,15.5,False
Residential,1945-1959,50-55m,167,17.767292784734646,True
Residential,1945-1959,55-60m,119,19.169250645994833,True
Residential,1945-1959,60-70m,174,21.87463768115942,True
Residential,1945-1959,90-100m,9,30.7,True
Residential,1945-1959,100-200m,30,43.81388888888889,True
Residential,1960-1979,2-3m,74,1.0,True
Residential,1960-1979,3-4m,1437,1.0,False
Residential,1960-1979,4-5m,18993,1.0,False
Residential,1960-1979,5-6m,219837,1.868479828236375,False
Residential,1960-1979,6-7m,361017,2.0,False
Residential,1960-1979,7-8m,590493,2.018523504935706,False
Residential,1960-1979,8-9m,1828092,2.0293759832656124,False
Residential,1960-1979,9-10m,650469,2.0829355434309704,False
Residential,1960-1979,10-11m,89123,2.519989228369781,False
Residential,1960-1979,11-12m,20747,3.3140695040246784,False
Residential,1960-1979,12-13m,11585,3.696676737160121,False
Residential,1960-1979,13-14m,8471,3.8003777594144728,False
Residential,1960-1979,14-15m,5028,3.886833731105808,False
Residential,1960-1979,15-16m,3400,3.9714705882352943,False
Residential,1960-1979,16-17m,2266,4.229037952338923,False
Residential,1960-1979,17-18m,1201,4.6944213155703585,False
Residential,1960-1979,18-19m,1065,4.915492957746479,False
Residential,1960-1979,19-20m,668,4.913173652694611,False
Residential,1960-1979,20-22m,959,5.1710114702815435,False
Residential,1960-1979,22-24m,495,6.313131313131313,False
Residential,1960-1979,24-26m,337,7.421364985163205,False
Residential,1960-1979,26-28m,212,8.117924528301886,False
Residential,1960-1979,28-30m,172,8.930232558139535,False
Residential,1960-1979,30-35m,631,10.38351822503962,False
Residential,1960-1979,35-40m,445,12.429213483146068,False
Residential,1960-1979,40-45m,290,14.258620689655173,False
Residential,1960-1979,45-50m,288,15.46875,False
Residential,1960-1979,50-55m,129,17.4031007751938,False
Residential,1960-1979,55-60m,86,19.348837209302324,False
Residential,1960-1979,60-70m,138,22.405797101449274,False
Residential,1960-1979,70-80m,38,24.23684210526316,False
Residential,1960-1979,80-90m,14,28.972222222222225,True
Residential,1960-1979,90-100m,9,30.7,True
Residential,1960-1979,100-200m,30,43.81388888888889,True
Residential,1980-1989,3-4m,453,1.0,False
Residential,1980-1989,4-5m,5430,1.0,False
Residential,1980-1989,5-6m,51366,1.894346454853405,False
Residential,1980-1989,6-7m,84898,2.0,False
Residential,1980-1989,7-8m,200875,2.0231039203484755,False
Residential,1980-1989,8-9m,557286,2.0349515329651204,False
Residential,1980-1989,9-10m,212326,2.092127200625453,False
Residential,1980-1989,10-11m,35996,2.535392821424603,False
Residential,1980-1989,11-12m,12496,3.440540973111396,False
Residential,1980-1989,12-13m,6758,3.728913879846108,False
Residential,1980-1989,13-14m,4691,3.802387550628864,False
Residential,1980-1989,14-15m,3517,3.8694910435029857,False
Residential,1980-1989,15-16m,1972,3.9340770791075057,False
Residential,1980-1989,16-17m,1423,4.097680955727337,False
Residential,1980-1989,17-18m,859,4.459837019790454,False
Residential,1980-1989,18-19m,566,4.6325088339222615,False
Residential,1980-1989,19-20m,436,4.745412844036697,False
Residential,1980-1989,20-22m,507,4.769230769230769,False
Residential,1980-1989,22-24m,154,6.136363636363637,False
Residential,1980-1989,24-26m,123,6.5528455284552845,False
Residential,1980-1989,26-28m,95,7.242105263157895,False
Residential,1980-1989,28-30m,97,8.1340206185567,False
Residential,1980-1989,30-35m,103,9.611650485436892,False
Residential,1980-1989,35-40m,42,11.738095238095235,False
Residential,1980-1989,40-45m,31,14.419354838709678,False
Residential,1980-1989,45-50m,359,15.68110347985348,True
Residential,1980-1989,50-55m,167,17.767292784734646,True
Residential,1980-1989,55-60m,119,19.169250645994833,True
Residential,1980-1989,60-70m,174,21.87463768115942,True
Residential,1980-1989,70-80m,57,25.24403866809882,True
Residential,1980-1989,80-90m,14,28.972222222222225,True
Residential,1980-1989,90-100m,9,30.7,True
Residential,1980-1989,100-200m,30,43.81388888888889,True
Residential,1990-1999,2-3m,74,1.0,True
Residential,1990-1999,3-4m,380,1.0,False
Residential,1990-1999,4-5m,3188,1.0,False
Residential,1990-1999,5-6m,36767,1.8801642777490684,False
Residential,1990-1999,6-7m,60559,2.0,False
Residential,1990-1999,7-8m,220809,2.012078312025325,False
Residential,1990-1999,8-9m,588649,2.0165616521900147,False
Residential,1990-1999,9-10m,215311,2.041865023152556,False
Residential,1990-1999,10-11m,27022,2.3665161720079935,False
Residential,1990-1999,11-12m,7723,3.233070050498511,False
Residential,1990-1999,12-13m,3490,3.6134670487106018,False
Residential,1990-1999,13-14m,2252,3.7926287744227354,False
Residential,1990-1999,14-15m,1670,3.8736526946107785,False
Residential,1990-1999,15-16m,925,3.943783783783784,False
Residential,1990-1999,16-17m,906,4.301324503311259,False
Residential,1990-1999,17-18m,406,4.426108374384237,False
Residential,1990-1999,18-19m,244,4.594262295081967,False
Residential,1990-1999,19-20m,201,4.681592039800995,False
Residential,1990-1999,20-22m,216,4.833333333333333,False
Residential,1990-1999,22-24m,95,6.063157894736842,False
Residential,1990-1999,24-26m,53,6.735849056603773,False
Residential,1990-1999,26-28m,61,6.918032786885246,False
Residential,1990-1999,28-30m,28,7.964285714285714,False
Residential,1990-1999,30-35m,47,10.48936170212766,False
Residential,1990-1999,35-40m,31,12.419354838709678,False
Residential,1990-1999,40-45m,380,13.891021181677466,True
Residential,1990-1999,45-50m,359,15.68110347985348,True
Residential,1990-1999,50-55m,167,17.767292784734646,True
Residential,1990-1999,55-60m,119,19.169250645994833,True
Residential,1990-1999,60-70m,174,21.87463768115942,True
Residential,1990-1999,70-80m,57,25.24403866809882,True
Residential,1990-1999,100-200m,30,43.81388888888889,True
Residential,Post 1999,2-3m,74,1.0,True
Residential,Post 1999,3-4m,1899,1.0,False
Residential,Post 1999,4-5m,2424,1.0,False
Residential,Post 1999,5-6m,29243,1.8869131074103205,False
Residential,Post 1999,6-7m,42165,2.0,False
Residential,Post 1999,7-8m,219886,2.0203150723556753,False
Residential,Post 1999,8-9m,791932,2.022413540556512,False
Residential,Post 1999,9-10m,359071,2.044448033954287,False
Residential,Post 1999,10-11m,78549,2.4236718481457435,False
Residential,Post 1999,11-12m,33663,3.088286843121528,False
Residential,Post 1999,12-13m,9349,3.484650764787678,False
Residential,Post 1999,13-14m,5325,3.741971830985915,False
Residential,Post 1999,14-15m,3354,3.891174716756112,False
Residential,Post 1999,15-16m,2060,4.033495145631068,False
Residential,Post 1999,16-17m,2667,4.633295838020247,False
Residential,Post 1999,17-18m,816,4.6004901960784315,False
Residential,Post 1999,18-19m,612,5.07516339869281,False
Residential,Post 1999,19-20m,429,5.055944055944056,False
Residential,Post 1999,20-22m,488,5.385245901639344,False
Residential,Post 1999,22-24m,263,6.034220532319392,False
Residential,Post 1999,24-26m,192,6.651041666666667,False
Residential,Post 1999,26-28m,149,7.214765100671141,False
Residential,Post 1999,28-30m,86,7.9186046511627906,False
Residential,Post 1999,30-35m,137,9.83941605839416,False
Residential,Post 1999,35-40m,59,12.084745762711863,False
Residential,Post 1999,40-45m,31,14.193548387096774,False
Residential,Post 1999,45-50m,359,15.68110347985348,True
Residential,Post 1999,50-55m,167,17.767292784734646,True
Residential,Post 1999,55-60m,119,19.169250645994833,True
Residential,Post 1999,60-70m,174,21.87463768115942,True
Residential,Post 1999,70-80m,57,25.24403866809882,True
Residential,Post 1999,80-90m,14,28.972222222222225,True
Residential,Post 1999,90-100m,9,30.7,True
Residential,Post 1999,100-200m,30,43.81388888888889,True
Residential,Pre 1919,2-3m,74,1.0,True
Residential,Pre 1919,3-4m,1868,1.0,False
Residential,Pre 1919,4-5m,1636,1.0,False
Residential,Pre 1919,5-6m,56188,1.958514273510358,False
Residential,Pre 1919,6-7m,95420,2.0,False
Residential,Pre 1919,7-8m,285277,2.0133414190418435,False
Residential,Pre 1919,8-9m,1117354,2.015642312105206,False
Residential,Pre 1919,9-10m,1344095,2.0244819004609047,False
Residential,Pre 1919,10-11m,442637,2.0964040511751163,False
Residential,Pre 1919,11-12m,67146,2.701069311649242,False
Residential,Pre 1919,12-13m,29811,3.2581597396934017,False
Residential,Pre 1919,13-14m,25561,3.496811548843942,False
Residential,Pre 1919,14-15m,21779,3.5963542862390376,False
Residential,Pre 1919,15-16m,19264,3.731935215946844,False
Residential,Pre 1919,16-17m,14783,3.976053575052425,False
Residential,Pre 1919,17-18m,8938,4.418885656746475,False
Residential,Pre 1919,18-19m,7492,4.546316070475173,False
Residential,Pre 1919,19-20m,5508,4.642701525054466,False
Residential,Pre 1919,20-22m,7141,4.928021285534239,False
Residential,Pre 1919,22-24m,2152,5.603624535315985,False
Residential,Pre 1919,24-26m,1181,5.757832345469941,False
Residential,Pre 1919,26-28m,640,5.74375,False
Residential,Pre 1919,28-30m,301,6.358803986710964,False
Residential,Pre 1919,30-35m,269,6.858736059479554,False
Residential,Pre 1919,35-40m,649,11.978371757874141,True
Residential,Pre 1919,40-45m,380,13.891021181677466,True
Residential,Pre 1919,45-50m,359,15.68110347985348,True
Residential,Pre 1919,50-55m,167,17.767292784734646,True
Residential,Pre 1919,60-70m,174,21.87463768115942,True
Residential,Pre 1919,70-80m,57,25.24403866809882,True
Residential,Pre 1919,80-90m,14,28.972222222222225,True
Residential,Unknown date,2-3m,53,1.0,False
Residential,Unknown date,3-4m,3740171,1.0,False
Residential,Unknown date,4-5m,3387,1.0,False
Residential,Unknown date,5-6m,28844,1.9468867008736652,False
Residential,Unknown date,6-7m,19394,2.0,False
Residential,Unknown date,7-8m,43263,2.0114185331576637,False
Residential,Unknown date,8-9m,282428,2.0128705369156035,False
Residential,Unknown date,9-10m,189443,2.013803624309159,False
Residential,Unknown date,10-11m,6410,2.12386895475819,False
Residential,Unknown date,11-12m,998,2.7905811623246493,False
Residential,Unknown date,12-13m,614,3.749185667752443,False
Residential,Unknown date,13-14m,388,4.27319587628866,False
Residential,Unknown date,14-15m,267,4.318352059925093,False
Residential,Unknown date,15-16m,210,4.414285714285715,False
Residential,Unknown date,16-17m,148,4.77027027027027,False
Residential,Unknown date,17-18m,86,5.267441860465116,False
Residential,Unknown date,18-19m,76,5.868421052631579,False
Residential,Unknown date,19-20m,39,5.743589743589744,False
Residential,Unknown date,20-22m,31,5.903225806451613,False
Residential,Unknown date,22-24m,3478,6.078931286602444,True
Residential,Unknown date,24-26m,2034,6.919665804937716,True
Residential,Unknown date,26-28m,1321,7.510989015548414,True
Residential,Unknown date,28-30m,762,8.551401335843805,True
Residential,Unknown date,30-35m,1313,9.589367574374252,True
Residential,Unknown date,45-50m,359,15.68110347985348,True
Residential,Unknown date,50-55m,167,17.767292784734646,True
Residential,Unknown date,55-60m,119,19.169250645994833,True
Residential,Unknown date,60-70m,174,21.87463768115942,True
Residential,Unknown date,70-80m,57,25.24403866809882,True
Residential,Unknown date,80-90m,14,28.972222222222225,True
Residential,Unknown date,100-200m,30,43.81388888888889,True
