map_simple_use,premise_age_bucketed,height_bucket,total_count,global_average_floorcount,updated
Non Residential,1945-1959,11-12m,545,2.8256880733944953,False
Non Residential,1945-1959,12-13m,443,3.198645598194131,False
Non Residential,1945-1959,13-14m,408,3.2426470588235294,False
Non Residential,1945-1959,14-15m,412,3.308252427184466,False
Non Residential,1945-1959,15-16m,259,3.4787644787644787,False
Non Residential,1945-1959,16-17m,206,3.6310679611650487,False
Non Residential,1945-1959,17-18m,141,4.326241134751773,False
Non Residential,1945-1959,18-19m,100,4.51,False
Non Residential,1945-1959,19-20m,98,4.561224489795919,False
Non Residential,1945-1959,20-22m,134,4.7611940298507465,False
Non Residential,1945-1959,22-24m,110,5.5636363636363635,False
Non Residential,1945-1959,24-26m,60,6.033333333333333,False
Non Residential,1945-1959,26-28m,93,6.193548387096774,False
Non Residential,1945-1959,28-30m,36,7.138888888888889,False
Non Residential,1945-1959,30-35m,125,7.4,False
Non Residential,1945-1959,35-40m,60,9.1,False
Non Residential,1945-1959,40-45m,230,10.276417539575435,True
Non Residential,1945-1959,45-50m,141,11.424837712862923,True
Non Residential,1945-1959,50-55m,64,12.96062477622628,True
Non Residential,1945-1959,55-60m,50,14.964930555555556,True
Non Residential,1945-1959,60-70m,55,17.535149572649573,True
Non Residential,1945-1959,80-90m,29,23.495555555555555,True
Non Residential,1945-1959,90-100m,17,28.95,True
Non Residential,1945-1959,100-200m,18,35.84722222222222,True
Non Residential,"1945-1959,1960-1979",3-4m,40862,1.0,True
Non Residential,"1945-1959,1960-1979",4-5m,29680,1.0,True
Non Residential,"1945-1959,1960-1979",5-6m,28511,1.1324985380119432,True
Non Residential,"1945-1959,1980-1989",2-3m,7305,1.0,True
Non Residential,"1945-1959,1980-1989",3-4m,90,1.0,False
Non Residential,"1945-1959,1980-1989",4-5m,138,1.0,False
Non Residential,"1945-1959,1980-1989",5-6m,148,1.027027027027027,False
Non Residential,"1945-1959,1980-1989",6-7m,15277,2.0,True
Non Residential,"1945-1959,1980-1989",7-8m,29,2.0,False
Non Residential,"1945-1959,1980-1989",8-9m,54,2.0185185185185186,False
Non Residential,"1945-1959,1980-1989",9-10m,104,2.0288461538461537,False
Non Residential,"1945-1959,1980-1989",10-11m,50,2.02,False
Non Residential,"1945-1959,1980-1989",11-12m,10841,2.7401352584672516,True
Non Residential,"1945-1959,1980-1989",12-13m,9497,3.2324256597479475,True
Non Residential,"1945-1959,1980-1989",13-14m,8279,3.2121459774421504,True
Non Residential,"1945-1959,1980-1989",14-15m,7879,3.2122490889352586,True
Non Residential,"1945-1959,1980-1989",15-16m,5692,3.4781696568318226,True
Non Residential,"1945-1959,1980-1989",16-17m,4463,3.618345699109148,True
Non Residential,"1945-1959,1980-1989",17-18m,2277,4.318874283294526,True
Non Residential,"1945-1959,1980-1989",18-19m,1783,4.381432866810909,True
Non Residential,"1945-1959,1980-1989",20-22m,2680,4.582670232410256,True
Non Residential,"1945-1959,1980-1989",22-24m,1175,5.393924378269049,True
Non Residential,"1945-1959,1980-1989",24-26m,1088,5.718144164152704,True
Non Residential,"1945-1959,1980-1989",26-28m,1073,6.217770942874456,True
Non Residential,"1945-1959,1980-1989",28-30m,537,6.750861425685106,True
Non Residential,"1945-1959,1980-1989",30-35m,868,7.197975593074885,True
Non Residential,"1945-1959,1980-1989",35-40m,489,8.070203438891053,True
Non Residential,"1945-1959,1980-1989",60-70m,55,17.535149572649573,True
Non Residential,"1945-1959,1980-1989,Pre 1919",2-3m,7305,1.0,True
Non Residential,"1945-1959,1980-1989,Pre 1919",5-6m,28511,1.1324985380119432,True
Non Residential,"1945-1959,1980-1989,Pre 1919",6-7m,15277,2.0,True
Non Residential,"1945-1959,1980-1989,Pre 1919",7-8m,28068,2.0190809423729146,True
Non Residential,"1945-1959,1980-1989,Pre 1919",8-9m,56682,2.031451720758736,True
Non Residential,"1945-1959,1980-1989,Pre 1919",9-10m,66566,2.0479571239015475,True
Non Residential,"1945-1959,1980-1989,Pre 1919",10-11m,34946,2.068040073370806,True
Non Residential,"1945-1959,1980-1989,Pre 1919",12-13m,9497,3.2324256597479475,True
Non Residential,"1945-1959,1980-1989,Pre 1919",13-14m,8279,3.2121459774421504,True
Non Residential,"1945-1959,1980-1989,Pre 1919",17-18m,2277,4.318874283294526,True
Non Residential,"1945-1959,1980-1989,Pre 1919",30-35m,868,7.197975593074885,True
Non Residential,"1945-1959,1980-1989,Unknown date",3-4m,40862,1.0,True
Non Residential,"1945-1959,1980-1989,Unknown date",5-6m,28511,1.1324985380119432,True
Non Residential,"1945-1959,1990-1999",3-4m,40862,1.0,True
Non Residential,"1945-1959,1990-1999",4-5m,29680,1.0,True
Non Residential,"1945-1959,1990-1999",5-6m,28511,1.1324985380119432,True
Non Residential,"1945-1959,1990-1999",6-7m,15277,2.0,True
Non Residential,"1945-1959,1990-1999",7-8m,28068,2.0190809423729146,True
Non Residential,"1945-1959,1990-1999",8-9m,56682,2.031451720758736,True
Non Residential,"1945-1959,1990-1999",9-10m,66566,2.0479571239015475,True
Non Residential,"1945-1959,1990-1999",10-11m,34946,2.068040073370806,True
Non Residential,"1945-1959,1990-1999",11-12m,10841,2.7401352584672516,True
Non Residential,"1945-1959,1990-1999",13-14m,8279,3.2121459774421504,True
Non Residential,"1945-1959,1990-1999",15-16m,5692,3.4781696568318226,True
Non Residential,"1945-1959,1990-1999,Pre 1919",4-5m,29680,1.0,True
Non Residential,"1945-1959,1990-1999,Pre 1919",8-9m,56682,2.031451720758736,True
Non Residential,"1945-1959,Post 1999",3-4m,40862,1.0,True
Non Residential,"1945-1959,Post 1999",4-5m,29680,1.0,True
Non Residential,"1945-1959,Post 1999",5-6m,28511,1.1324985380119432,True
Non Residential,"1945-1959,Post 1999",6-7m,15277,2.0,True
Non Residential,"1945-1959,Post 1999",7-8m,28068,2.0190809423729146,True
Non Residential,"1945-1959,Post 1999",8-9m,56682,2.031451720758736,True
Non Residential,"1945-1959,Post 1999",9-10m,66566,2.0479571239015475,True
Non Residential,"1945-1959,Post 1999",10-11m,34946,2.068040073370806,True
Non Residential,"1945-1959,Post 1999",11-12m,10841,2.7401352584672516,True
Non Residential,"1945-1959,Post 1999",12-13m,9497,3.2324256597479475,True
Non Residential,"1945-1959,Post 1999",13-14m,8279,3.2121459774421504,True
Non Residential,"1945-1959,Post 1999",14-15m,7879,3.2122490889352586,True
Non Residential,"1945-1959,Post 1999",17-18m,2277,4.318874283294526,True
Non Residential,"1945-1959,Post 1999",20-22m,2680,4.582670232410256,True
Non Residential,"1945-1959,Post 1999",24-26m,1088,5.718144164152704,True
Non Residential,"1945-1959,Post 1999",26-28m,1073,6.217770942874456,True
Non Residential,"1945-1959,Post 1999,Unknown date",5-6m,28511,1.1324985380119432,True
Non Residential,"1945-1959,Pre 1919",3-4m,26,1.0,False
Non Residential,"1945-1959,Pre 1919",4-5m,47,1.0,False
Non Residential,"1945-1959,Pre 1919",5-6m,50,1.12,False
Non Residential,"1945-1959,Pre 1919",6-7m,30,2.0,False
Non Residential,"1945-1959,Pre 1919",7-8m,44,2.0,False
Non Residential,"1945-1959,Pre 1919",8-9m,118,2.059322033898305,False
Non Residential,"1945-1959,Pre 1919",9-10m,302,2.0860927152317883,False
Non Residential,"1945-1959,Pre 1919",10-11m,157,2.1146496815286624,False
Non Residential,"1945-1959,Pre 1919",11-12m,52,2.6923076923076925,False
Non Residential,"1945-1959,Pre 1919",12-13m,36,3.0277777777777777,False
Non Residential,"1945-1959,Pre 1919",13-14m,51,3.07843137254902,False
Non Residential,"1945-1959,Pre 1919",14-15m,46,3.108695652173913,False
Non Residential,"1945-1959,Pre 1919",15-16m,33,3.1818181818181817,False
Non Residential,"1945-1959,Pre 1919",16-17m,4463,3.618345699109148,True
Non Residential,"1945-1959,Pre 1919",17-18m,2277,4.318874283294526,True
Non Residential,"1945-1959,Pre 1919",18-19m,1783,4.381432866810909,True
Non Residential,"1945-1959,Pre 1919",19-20m,1535,4.4849268394058495,True
Non Residential,"1945-1959,Pre 1919",20-22m,2680,4.582670232410256,True
Non Residential,"1945-1959,Pre 1919",22-24m,1175,5.393924378269049,True
Non Residential,"1945-1959,Pre 1919",24-26m,1088,5.718144164152704,True
Non Residential,"1945-1959,Pre 1919",26-28m,1073,6.217770942874456,True
Non Residential,"1945-1959,Pre 1919",30-35m,868,7.197975593074885,True
Non Residential,"1945-1959,Pre 1919",35-40m,489,8.070203438891053,True
Non Residential,"1945-1959,Pre 1919,Unknown date",5-6m,28511,1.1324985380119432,True
Non Residential,"1945-1959,Unknown date",3-4m,36,1.0,False
Non Residential,"1945-1959,Unknown date",4-5m,39,1.0,False
Non Residential,"1945-1959,Unknown date",5-6m,26,1.0,False
Non Residential,"1945-1959,Unknown date",7-8m,28068,2.0190809423729146,True
Non Residential,"1945-1959,Unknown date",9-10m,66566,2.0479571239015475,True
Non Residential,"1945-1959,Unknown date",10-11m,34946,2.068040073370806,True
Non Residential,1960-1979,2-3m,65,1.0,False
Non Residential,1960-1979,3-4m,2213,1.0,False
Non Residential,1960-1979,4-5m,3167,1.0,False
Non Residential,1960-1979,5-6m,3638,1.3163826278174822,False
Non Residential,1960-1979,6-7m,2505,2.0,False
Non Residential,1960-1979,7-8m,4002,2.0059970014992503,False
Non Residential,1960-1979,8-9m,5253,2.0266514372739386,False
Non Residential,1960-1979,9-10m,4566,2.094393342093736,False
Non Residential,1960-1979,10-11m,1684,2.2084323040380047,False
Non Residential,1960-1979,11-12m,502,2.894422310756972,False
Non Residential,1960-1979,12-13m,372,3.252688172043011,False
Non Residential,1960-1979,13-14m,332,3.4006024096385543,False
Non Residential,1960-1979,14-15m,311,3.405144694533762,False
Non Residential,1960-1979,15-16m,255,3.4941176470588236,False
Non Residential,1960-1979,16-17m,192,3.6510416666666665,False
Non Residential,1960-1979,17-18m,91,4.56043956043956,False
Non Residential,1960-1979,18-19m,110,4.654545454545454,False
Non Residential,1960-1979,19-20m,107,4.5607476635514015,False
Non Residential,1960-1979,20-22m,160,4.88125,False
Non Residential,1960-1979,22-24m,105,5.485714285714286,False
Non Residential,1960-1979,24-26m,113,5.95575221238938,False
Non Residential,1960-1979,26-28m,84,6.345238095238095,False
Non Residential,1960-1979,28-30m,66,7.075757575757576,False
Non Residential,1960-1979,30-35m,108,7.944444444444445,False
Non Residential,1960-1979,35-40m,61,9.327868852459016,False
Non Residential,1960-1979,40-45m,230,10.276417539575435,True
Non Residential,1960-1979,45-50m,27,12.074074074074074,False
Non Residential,1960-1979,50-55m,64,12.96062477622628,True
Non Residential,1960-1979,55-60m,50,14.964930555555556,True
Non Residential,1960-1979,60-70m,55,17.535149572649573,True
Non Residential,1960-1979,70-80m,41,18.4265873015873,True
Non Residential,1960-1979,80-90m,29,23.495555555555555,True
Non Residential,1960-1979,90-100m,17,28.95,True
Non Residential,1960-1979,100-200m,18,35.84722222222222,True
Non Residential,"1960-1979,1980-1989",8-9m,56682,2.031451720758736,True
Non Residential,"1960-1979,1980-1989",10-11m,34946,2.068040073370806,True
Non Residential,"1960-1979,Pre 1919",12-13m,9497,3.2324256597479475,True
Non Residential,"1960-1979,Unknown date",3-4m,40862,1.0,True
Non Residential,"1960-1979,Unknown date",4-5m,29680,1.0,True
Non Residential,"1960-1979,Unknown date",5-6m,28511,1.1324985380119432,True
Non Residential,"1960-1979,Unknown date",8-9m,56682,2.031451720758736,True
Non Residential,"1960-1979,Unknown date",9-10m,66566,2.0479571239015475,True
Non Residential,"1960-1979,Unknown date",14-15m,7879,3.2122490889352586,True
Non Residential,"1960-1979,Unknown date",16-17m,4463,3.618345699109148,True
Non Residential,1980-1989,2-3m,499,1.0,False
Non Residential,1980-1989,3-4m,7204,1.0,False
Non Residential,1980-1989,4-5m,6663,1.0,False
Non Residential,1980-1989,5-6m,5006,1.1737914502596885,False
Non Residential,1980-1989,6-7m,1706,2.0,False
Non Residential,1980-1989,7-8m,3200,2.021875,False
Non Residential,1980-1989,8-9m,6005,2.06044962531224,False
Non Residential,1980-1989,9-10m,7415,2.108968307484828,False
Non Residential,1980-1989,10-11m,3922,2.206272310045895,False
Non Residential,1980-1989,11-12m,1371,2.949671772428884,False
Non Residential,1980-1989,12-13m,978,3.2494887525562373,False
Non Residential,1980-1989,13-14m,874,3.3443935926773456,False
Non Residential,1980-1989,14-15m,827,3.412333736396614,False
Non Residential,1980-1989,15-16m,669,3.423019431988042,False
Non Residential,1980-1989,16-17m,640,3.6296875,False
Non Residential,1980-1989,17-18m,370,4.424324324324324,False
Non Residential,1980-1989,18-19m,251,4.54183266932271,False
Non Residential,1980-1989,19-20m,244,4.627049180327869,False
Non Residential,1980-1989,20-22m,405,4.7407407407407405,False
Non Residential,1980-1989,22-24m,183,5.387978142076503,False
Non Residential,1980-1989,24-26m,176,5.801136363636363,False
Non Residential,1980-1989,26-28m,152,6.1644736842105265,False
Non Residential,1980-1989,28-30m,131,6.557251908396947,False
Non Residential,1980-1989,30-35m,201,7.36318407960199,False
Non Residential,1980-1989,35-40m,145,8.50344827586207,False
Non Residential,1980-1989,40-45m,76,9.842105263157896,False
Non Residential,1980-1989,45-50m,42,11.357142857142858,False
Non Residential,1980-1989,50-55m,64,12.96062477622628,True
Non Residential,1980-1989,55-60m,50,14.964930555555556,True
Non Residential,1980-1989,60-70m,55,17.535149572649573,True
Non Residential,1980-1989,70-80m,41,18.4265873015873,True
Non Residential,1980-1989,80-90m,29,23.495555555555555,True
Non Residential,1980-1989,90-100m,17,28.95,True
Non Residential,1980-1989,100-200m,18,35.84722222222222,True
Non Residential,"1980-1989,1990-1999",10-11m,34946,2.068040073370806,True
Non Residential,"1980-1989,Post 1999",20-22m,2680,4.582670232410256,True
Non Residential,"1980-1989,Pre 1919",3-4m,40862,1.0,True
Non Residential,"1980-1989,Pre 1919",4-5m,29680,1.0,True
Non Residential,"1980-1989,Pre 1919",5-6m,28511,1.1324985380119432,True
Non Residential,"1980-1989,Pre 1919",6-7m,15277,2.0,True
Non Residential,"1980-1989,Pre 1919",7-8m,28068,2.0190809423729146,True
Non Residential,"1980-1989,Pre 1919",8-9m,75,2.1066666666666665,False
Non Residential,"1980-1989,Pre 1919",9-10m,152,2.0789473684210527,False
Non Residential,"1980-1989,Pre 1919",10-11m,135,2.155555555555555,False
Non Residential,"1980-1989,Pre 1919",11-12m,33,2.727272727272727,False
Non Residential,"1980-1989,Pre 1919",12-13m,32,3.15625,False
Non Residential,"1980-1989,Pre 1919",13-14m,45,3.066666666666667,False
Non Residential,"1980-1989,Pre 1919",14-15m,36,3.2222222222222223,False
Non Residential,"1980-1989,Pre 1919",15-16m,5692,3.4781696568318226,True
Non Residential,"1980-1989,Pre 1919",16-17m,4463,3.618345699109148,True
Non Residential,"1980-1989,Pre 1919",17-18m,2277,4.318874283294526,True
Non Residential,"1980-1989,Pre 1919",18-19m,1783,4.381432866810909,True
Non Residential,"1980-1989,Pre 1919",19-20m,1535,4.4849268394058495,True
Non Residential,"1980-1989,Pre 1919",20-22m,2680,4.582670232410256,True
Non Residential,"1980-1989,Pre 1919",22-24m,1175,5.393924378269049,True
Non Residential,"1980-1989,Pre 1919",24-26m,1088,5.718144164152704,True
Non Residential,"1980-1989,Pre 1919",26-28m,1073,6.217770942874456,True
Non Residential,"1980-1989,Pre 1919",28-30m,537,6.750861425685106,True
Non Residential,"1980-1989,Pre 1919",30-35m,868,7.197975593074885,True
Non Residential,"1980-1989,Pre 1919",35-40m,489,8.070203438891053,True
Non Residential,"1980-1989,Pre 1919",40-45m,230,10.276417539575435,True
Non Residential,"1980-1989,Unknown date",2-3m,7305,1.0,True
Non Residential,"1980-1989,Unknown date",3-4m,40862,1.0,True
Non Residential,"1980-1989,Unknown date",4-5m,29680,1.0,True
Non Residential,"1980-1989,Unknown date",5-6m,28511,1.1324985380119432,True
Non Residential,"1980-1989,Unknown date",6-7m,15277,2.0,True
Non Residential,"1980-1989,Unknown date",8-9m,56682,2.031451720758736,True
Non Residential,"1980-1989,Unknown date",9-10m,66566,2.0479571239015475,True
Non Residential,"1980-1989,Unknown date",10-11m,34946,2.068040073370806,True
Non Residential,"1980-1989,Unknown date",17-18m,2277,4.318874283294526,True
Non Residential,"1980-1989,Unknown date",18-19m,1783,4.381432866810909,True
Non Residential,"1980-1989,Unknown date",20-22m,2680,4.582670232410256,True
Non Residential,1990-1999,2-3m,7305,1.0,True
Non Residential,1990-1999,3-4m,354,1.0,False
Non Residential,1990-1999,4-5m,678,1.0,False
Non Residential,1990-1999,5-6m,865,1.2890173410404624,False
Non Residential,1990-1999,6-7m,485,2.0,False
Non Residential,1990-1999,7-8m,1504,2.012632978723404,False
Non Residential,1990-1999,8-9m,2424,2.040016501650165,False
Non Residential,1990-1999,9-10m,2822,2.089652728561304,False
Non Residential,1990-1999,10-11m,1243,2.2196299275945295,False
Non Residential,1990-1999,11-12m,368,2.8206521739130435,False
Non Residential,1990-1999,12-13m,327,3.3394495412844036,False
Non Residential,1990-1999,13-14m,227,3.317180616740088,False
Non Residential,1990-1999,14-15m,231,3.3203463203463204,False
Non Residential,1990-1999,15-16m,213,3.4131455399061035,False
Non Residential,1990-1999,16-17m,179,3.5195530726256985,False
Non Residential,1990-1999,17-18m,88,4.204545454545454,False
Non Residential,1990-1999,18-19m,76,4.328947368421052,False
Non Residential,1990-1999,19-20m,51,4.627450980392157,False
Non Residential,1990-1999,20-22m,92,4.815217391304348,False
Non Residential,1990-1999,22-24m,54,5.685185185185185,False
Non Residential,1990-1999,24-26m,46,5.782608695652174,False
Non Residential,1990-1999,26-28m,43,6.465116279069767,False
Non Residential,1990-1999,28-30m,537,6.750861425685106,True
Non Residential,1990-1999,30-35m,59,7.067796610169491,False
Non Residential,1990-1999,35-40m,489,8.070203438891053,True
Non Residential,1990-1999,40-45m,230,10.276417539575435,True
Non Residential,1990-1999,45-50m,141,11.424837712862923,True
Non Residential,1990-1999,50-55m,64,12.96062477622628,True
Non Residential,1990-1999,55-60m,50,14.964930555555556,True
Non Residential,1990-1999,60-70m,55,17.535149572649573,True
Non Residential,1990-1999,70-80m,41,18.4265873015873,True
Non Residential,1990-1999,100-200m,18,35.84722222222222,True
Non Residential,"1990-1999,Post 1999,Pre 1919",9-10m,66566,2.0479571239015475,True
Non Residential,"1990-1999,Pre 1919",3-4m,40862,1.0,True
Non Residential,"1990-1999,Pre 1919",4-5m,29680,1.0,True
Non Residential,"1990-1999,Pre 1919",5-6m,28511,1.1324985380119432,True
Non Residential,"1990-1999,Pre 1919",7-8m,28068,2.0190809423729146,True
Non Residential,"1990-1999,Pre 1919",8-9m,56682,2.031451720758736,True
Non Residential,"1990-1999,Pre 1919",9-10m,66566,2.0479571239015475,True
Non Residential,"1990-1999,Pre 1919",10-11m,34946,2.068040073370806,True
Non Residential,"1990-1999,Pre 1919",11-12m,10841,2.7401352584672516,True
Non Residential,"1990-1999,Pre 1919",12-13m,9497,3.2324256597479475,True
Non Residential,"1990-1999,Pre 1919",13-14m,8279,3.2121459774421504,True
Non Residential,"1990-1999,Pre 1919",14-15m,7879,3.2122490889352586,True
Non Residential,"1990-1999,Pre 1919",15-16m,5692,3.4781696568318226,True
Non Residential,"1990-1999,Pre 1919",19-20m,1535,4.4849268394058495,True
Non Residential,"1990-1999,Pre 1919",20-22m,2680,4.582670232410256,True
Non Residential,Post 1999,2-3m,237,1.0,False
Non Residential,Post 1999,3-4m,1078,1.0,False
Non Residential,Post 1999,4-5m,1310,1.0,False
Non Residential,Post 1999,5-6m,2064,1.439437984496124,False
Non Residential,Post 1999,6-7m,1446,2.0,False
Non Residential,Post 1999,7-8m,3192,2.0156641604010024,False
Non Residential,Post 1999,8-9m,5547,2.0378583017847487,False
Non Residential,Post 1999,9-10m,6202,2.0619155111254432,False
Non Residential,Post 1999,10-11m,3062,2.116917047681254,False
Non Residential,Post 1999,11-12m,791,2.9329962073324904,False
Non Residential,Post 1999,12-13m,641,3.419656786271451,False
Non Residential,Post 1999,13-14m,539,3.523191094619666,False
Non Residential,Post 1999,14-15m,542,3.4981549815498156,False
Non Residential,Post 1999,15-16m,461,3.7288503253796095,False
Non Residential,Post 1999,16-17m,389,3.7840616966580978,False
Non Residential,Post 1999,17-18m,181,4.624309392265193,False
Non Residential,Post 1999,18-19m,148,4.824324324324325,False
Non Residential,Post 1999,19-20m,130,4.923076923076923,False
Non Residential,Post 1999,20-22m,242,5.0,False
Non Residential,Post 1999,22-24m,108,5.842592592592593,False
Non Residential,Post 1999,24-26m,123,6.008130081300813,False
Non Residential,Post 1999,26-28m,107,6.607476635514018,False
Non Residential,Post 1999,28-30m,56,7.357142857142857,False
Non Residential,Post 1999,30-35m,94,8.0,False
Non Residential,Post 1999,35-40m,56,8.803571428571429,False
Non Residential,Post 1999,40-45m,38,10.552631578947368,False
Non Residential,Post 1999,45-50m,141,11.424837712862923,True
Non Residential,Post 1999,50-55m,64,12.96062477622628,True
Non Residential,Post 1999,55-60m,50,14.964930555555556,True
Non Residential,Post 1999,60-70m,55,17.535149572649573,True
Non Residential,Post 1999,70-80m,41,18.4265873015873,True
Non Residential,Post 1999,80-90m,29,23.495555555555555,True
Non Residential,Post 1999,90-100m,17,28.95,True
Non Residential,Post 1999,100-200m,18,35.84722222222222,True
Non Residential,"Post 1999,Pre 1919",9-10m,66566,2.0479571239015475,True
Non Residential,"Post 1999,Unknown date",3-4m,40862,1.0,True
Non Residential,"Post 1999,Unknown date",4-5m,29680,1.0,True
Non Residential,"Post 1999,Unknown date",5-6m,28511,1.1324985380119432,True
Non Residential,"Post 1999,Unknown date",8-9m,56682,2.031451720758736,True
Non Residential,"Post 1999,Unknown date",9-10m,66566,2.0479571239015475,True
Non Residential,"Post 1999,Unknown date",10-11m,34946,2.068040073370806,True
Non Residential,Pre 1919,2-3m,71,1.0,False
Non Residential,Pre 1919,3-4m,1221,1.0,False
Non Residential,Pre 1919,4-5m,1322,1.0,False
Non Residential,Pre 1919,5-6m,1664,1.4939903846153846,False
Non Residential,Pre 1919,6-7m,1431,2.0,False
Non Residential,Pre 1919,7-8m,2923,2.0386589120766336,False
Non Residential,Pre 1919,8-9m,7277,2.0608767349182355,False
Non Residential,Pre 1919,9-10m,8555,2.1248392752776155,False
Non Residential,Pre 1919,10-11m,4279,2.2220144893666745,False
Non Residential,Pre 1919,11-12m,1555,2.89967845659164,False
Non Residential,Pre 1919,12-13m,1577,3.1794546607482563,False
Non Residential,Pre 1919,13-14m,1591,3.2551854179761155,False
Non Residential,Pre 1919,14-15m,1544,3.276554404145078,False
Non Residential,Pre 1919,15-16m,1076,3.341078066914498,False
Non Residential,Pre 1919,16-17m,923,3.563380281690141,False
Non Residential,Pre 1919,17-18m,389,4.305912596401028,False
Non Residential,Pre 1919,18-19m,348,4.385057471264368,False
Non Residential,Pre 1919,19-20m,274,4.401459854014599,False
Non Residential,Pre 1919,20-22m,659,4.4522003034901365,False
Non Residential,Pre 1919,22-24m,251,5.386454183266932,False
Non Residential,Pre 1919,24-26m,268,5.373134328358209,False
Non Residential,Pre 1919,26-28m,329,5.434650455927052,False
Non Residential,Pre 1919,28-30m,115,6.7043478260869565,False
Non Residential,Pre 1919,30-35m,110,6.8090909090909095,False
Non Residential,Pre 1919,35-40m,53,8.132075471698114,False
Non Residential,Pre 1919,40-45m,230,10.276417539575435,True
Non Residential,Pre 1919,50-55m,64,12.96062477622628,True
Non Residential,Pre 1919,55-60m,50,14.964930555555556,True
Non Residential,Pre 1919,60-70m,55,17.535149572649573,True
Non Residential,Pre 1919,70-80m,41,18.4265873015873,True
Non Residential,"Pre 1919,Unknown date",3-4m,40862,1.0,True
Non Residential,"Pre 1919,Unknown date",4-5m,29680,1.0,True
Non Residential,"Pre 1919,Unknown date",6-7m,15277,2.0,True
Non Residential,"Pre 1919,Unknown date",8-9m,56682,2.031451720758736,True
Non Residential,"Pre 1919,Unknown date",9-10m,66566,2.0479571239015475,True
Non Residential,"Pre 1919,Unknown date",10-11m,34946,2.068040073370806,True
Non Residential,Unknown date,2-3m,5524,1.0,False
Non Residential,Unknown date,3-4m,14181,1.0,False
Non Residential,Unknown date,4-5m,2727,1.0,False
Non Residential,Unknown date,5-6m,4153,1.8059234288466168,False
Non Residential,Unknown date,6-7m,3001,2.0,False
Non Residential,Unknown date,7-8m,4142,2.007967165620473,False
Non Residential,Unknown date,8-9m,8664,2.016389658356417,False
Non Residential,Unknown date,9-10m,10987,2.0131063984709203,False
Non Residential,Unknown date,10-11m,6877,2.12636323978479,False
Non Residential,Unknown date,11-12m,1285,2.7828793774319065,False
Non Residential,Unknown date,12-13m,941,3.8501594048884167,False
Non Residential,Unknown date,13-14m,645,4.5813953488372094,False
Non Residential,Unknown date,14-15m,516,4.614341085271318,False
Non Residential,Unknown date,15-16m,361,5.07202216066482,False
Non Residential,Unknown date,16-17m,302,5.380794701986755,False
Non Residential,Unknown date,17-18m,300,5.583333333333333,False
Non Residential,Unknown date,18-19m,172,6.0,False
Non Residential,Unknown date,19-20m,205,6.634146341463414,False
Non Residential,Unknown date,20-22m,198,6.414141414141414,False
Non Residential,Unknown date,22-24m,108,7.064814814814815,False
Non Residential,Unknown date,24-26m,44,7.863636363636363,False
Non Residential,Unknown date,26-28m,73,8.0,False
Non Residential,Unknown date,28-30m,33,7.909090909090909,False
Non Residential,Unknown date,30-35m,80,9.2625,False
Non Residential,Unknown date,35-40m,42,10.357142857142858,False
Non Residential,Unknown date,40-45m,26,12.346153846153848,False
Non Residential,Unknown date,45-50m,141,11.424837712862923,True
Non Residential,Unknown date,50-55m,64,12.96062477622628,True
Non Residential,Unknown date,55-60m,50,14.964930555555556,True
Non Residential,Unknown date,60-70m,55,17.535149572649573,True
Non Residential,Unknown date,70-80m,41,18.4265873015873,True
Non Residential,Unknown date,80-90m,29,23.495555555555555,True
Non Residential,Unknown date,90-100m,17,28.95,True
Non Residential,Unknown date,100-200m,18,35.84722222222222,True
Residential,1919-1944,2-3m,74,1.0,True
Residential,1919-1944,3-4m,1168,1.0,False
Residential,1919-1944,4-5m,3089,1.0,False
Residential,1919-1944,5-6m,93129,1.942563540894888,False
Residential,1919-1944,6-7m,154905,2.0,False
Residential,1919-1944,7-8m,541583,2.005938147984704,False
Residential,1919-1944,8-9m,1695965,2.0096617559914267,False
Residential,1919-1944,9-10m,950997,2.017737174775525,False
Residential,1919-1944,10-11m,273243,2.036454730770779,False
Residential,1919-1944,11-12m,18254,2.4310835981154817,False
Residential,1919-1944,12-13m,3702,3.6677471636953,False
Residential,1919-1944,13-14m,2141,3.869219990658571,False
Residential,1919-1944,14-15m,1248,3.96474358974359,False
Residential,1919-1944,15-16m,881,4.102156640181612,False
Residential,1919-1944,16-17m,684,4.283625730994152,False
Residential,1919-1944,17-18m,457,4.743982494529541,False
Residential,1919-1944,18-19m,418,5.244019138755981,False
Residential,1919-1944,19-20m,377,5.084880636604774,False
Residential,1919-1944,20-22m,453,5.328918322295806,False
Residential,1919-1944,22-24m,119,5.714285714285714,False
Residential,1919-1944,24-26m,42,6.523809523809524,False
Residential,1919-1944,26-28m,44,7.977272727272728,False
Residential,1919-1944,28-30m,762,8.551401335843805,True
Residential,1919-1944,30-35m,31,8.96774193548387,False
Residential,1919-1944,35-40m,649,11.978371757874141,True
Residential,1919-1944,70-80m,57,25.24403866809882,True
Residential,1919-1944,80-90m,14,28.972222222222225,True
Residential,1945-1959,2-3m,74,1.0,True
Residential,1945-1959,3-4m,1275,1.0,False
Residential,1945-1959,4-5m,11968,1.0,False
Residential,1945-1959,5-6m,155150,1.8774476313245247,False
Residential,1945-1959,6-7m,201030,2.0,False
Residential,1945-1959,7-8m,539286,2.0141019792837196,False
Residential,1945-1959,8-9m,1682043,2.021033945029943,False
Residential,1945-1959,9-10m,575032,2.0406812142628583,False
