,map_simple_use,premise_age_bucketed,height_bucket,total_count,global_average_floorcount
2679,Non Residential,"1960-1979,Pre 1919",20-22m,0,
2680,Non Residential,"1960-1979,Pre 1919",22-24m,0,
2681,Non Residential,"1960-1979,Pre 1919",24-26m,0,
2682,Non Residential,"1960-1979,Pre 1919",26-28m,0,
2683,Non Residential,"1960-1979,Pre 1919",28-30m,0,
2684,Non Residential,"1960-1979,Pre 1919",30-35m,0,
2685,Non Residential,"1960-1979,Pre 1919",35-40m,0,
2686,Non Residential,"1960-1979,Pre 1919",40-45m,0,
2687,Non Residential,"1960-1979,Pre 1919",45-50m,0,
2688,Non Residential,"1960-1979,Pre 1919",50-55m,0,
2689,Non Residential,"1960-1979,Pre 1919",55-60m,0,
2690,Non Residential,"1960-1979,Pre 1919",60-70m,0,
2691,Non Residential,"1960-1979,Pre 1919",70-80m,0,
2692,Non Residential,"1960-1979,Pre 1919",80-90m,0,
2693,Non Residential,"1960-1979,Pre 1919",90-100m,0,
2694,Non Residential,"1960-1979,Pre 1919",100-200m,0,
2695,Non Residential,"1960-1979,Unknown date",0-2m,0,
2696,Non Residential,"1960-1979,Unknown date",2-3m,0,
2697,Non Residential,"1960-1979,Unknown date",3-4m,1,1.0
2698,Non Residential,"1960-1979,Unknown date",4-5m,4,1.0
2699,Non Residential,"1960-1979,Unknown date",5-6m,5,1.0
2700,Non Residential,"1960-1979,Unknown date",6-7m,0,
2701,Non Residential,"1960-1979,Unknown date",7-8m,0,
2702,Non Residential,"1960-1979,Unknown date",8-9m,1,2.0
2703,Non Residential,"1960-1979,Unknown date",9-10m,1,2.0
2704,Non Residential,"1960-1979,Unknown date",10-11m,0,
2705,Non Residential,"1960-1979,Unknown date",11-12m,0,
2706,Non Residential,"1960-1979,Unknown date",12-13m,0,
2707,Non Residential,"1960-1979,Unknown date",13-14m,0,
2708,Non Residential,"1960-1979,Unknown date",14-15m,1,3.0
2709,Non Residential,"1960-1979,Unknown date",15-16m,0,
2710,Non Residential,"1960-1979,Unknown date",16-17m,1,4.0
2711,Non Residential,"1960-1979,Unknown date",17-18m,0,
2712,Non Residential,"1960-1979,Unknown date",18-19m,0,
2713,Non Residential,"1960-1979,Unknown date",19-20m,0,
2714,Non Residential,"1960-1979,Unknown date",20-22m,0,
2715,Non Residential,"1960-1979,Unknown date",22-24m,0,
2716,Non Residential,"1960-1979,Unknown date",24-26m,0,
2717,Non Residential,"1960-1979,Unknown date",26-28m,0,
2718,Non Residential,"1960-1979,Unknown date",28-30m,0,
2719,Non Residential,"1960-1979,Unknown date",30-35m,0,
2720,Non Residential,"1960-1979,Unknown date",35-40m,0,
2721,Non Residential,"1960-1979,Unknown date",40-45m,0,
2722,Non Residential,"1960-1979,Unknown date",45-50m,0,
2723,Non Residential,"1960-1979,Unknown date",50-55m,0,
2724,Non Residential,"1960-1979,Unknown date",55-60m,0,
2725,Non Residential,"1960-1979,Unknown date",60-70m,0,
2726,Non Residential,"1960-1979,Unknown date",70-80m,0,
2727,Non Residential,"1960-1979,Unknown date",80-90m,0,
2728,Non Residential,"1960-1979,Unknown date",90-100m,0,
2729,Non Residential,"1960-1979,Unknown date",100-200m,0,
2730,Non Residential,1980-1989,0-2m,0,
2731,Non Residential,1980-1989,2-3m,499,1.0
2732,Non Residential,1980-1989,3-4m,7204,1.0
2733,Non Residential,1980-1989,4-5m,6663,1.0
2734,Non Residential,1980-1989,5-6m,5006,1.1737914502596885
2735,Non Residential,1980-1989,6-7m,1706,2.0
2736,Non Residential,1980-1989,7-8m,3200,2.021875
2737,Non Residential,1980-1989,8-9m,6005,2.06044962531224
2738,Non Residential,1980-1989,9-10m,7415,2.108968307484828
2739,Non Residential,1980-1989,10-11m,3922,2.206272310045895
2740,Non Residential,1980-1989,11-12m,1371,2.949671772428884
2741,Non Residential,1980-1989,12-13m,978,3.2494887525562373
2742,Non Residential,1980-1989,13-14m,874,3.3443935926773456
2743,Non Residential,1980-1989,14-15m,827,3.412333736396614
2744,Non Residential,1980-1989,15-16m,669,3.423019431988042
2745,Non Residential,1980-1989,16-17m,640,3.6296875
2746,Non Residential,1980-1989,17-18m,370,4.424324324324324
2747,Non Residential,1980-1989,18-19m,251,4.54183266932271
2748,Non Residential,1980-1989,19-20m,244,4.627049180327869
2749,Non Residential,1980-1989,20-22m,405,4.7407407407407405
2750,Non Residential,1980-1989,22-24m,183,5.387978142076503
2751,Non Residential,1980-1989,24-26m,176,5.801136363636363
2752,Non Residential,1980-1989,26-28m,152,6.1644736842105265
2753,Non Residential,1980-1989,28-30m,131,6.557251908396947
2754,Non Residential,1980-1989,30-35m,201,7.36318407960199
2755,Non Residential,1980-1989,35-40m,145,8.50344827586207
2756,Non Residential,1980-1989,40-45m,76,9.842105263157896
2757,Non Residential,1980-1989,45-50m,42,11.357142857142858
2758,Non Residential,1980-1989,50-55m,14,12.714285714285714
2759,Non Residential,1980-1989,55-60m,15,13.4
2760,Non Residential,1980-1989,60-70m,18,16.944444444444443
2761,Non Residential,1980-1989,70-80m,24,16.416666666666668
2762,Non Residential,1980-1989,80-90m,9,19.77777777777778
2763,Non Residential,1980-1989,90-100m,8,19.25
2764,Non Residential,1980-1989,100-200m,8,32.5
2765,Non Residential,"1980-1989,1990-1999",0-2m,0,
2766,Non Residential,"1980-1989,1990-1999",2-3m,0,
2767,Non Residential,"1980-1989,1990-1999",3-4m,0,
2768,Non Residential,"1980-1989,1990-1999",4-5m,0,
2769,Non Residential,"1980-1989,1990-1999",5-6m,0,
2770,Non Residential,"1980-1989,1990-1999",6-7m,0,
2771,Non Residential,"1980-1989,1990-1999",7-8m,0,
2772,Non Residential,"1980-1989,1990-1999",8-9m,0,
2773,Non Residential,"1980-1989,1990-1999",9-10m,0,
2774,Non Residential,"1980-1989,1990-1999",10-11m,1,2.0
2775,Non Residential,"1980-1989,1990-1999",11-12m,0,
2776,Non Residential,"1980-1989,1990-1999",12-13m,0,
2777,Non Residential,"1980-1989,1990-1999",13-14m,0,
2778,Non Residential,"1980-1989,1990-1999",14-15m,0,
2779,Non Residential,"1980-1989,1990-1999",15-16m,0,
2780,Non Residential,"1980-1989,1990-1999",16-17m,0,
2781,Non Residential,"1980-1989,1990-1999",17-18m,0,
2782,Non Residential,"1980-1989,1990-1999",18-19m,0,
2783,Non Residential,"1980-1989,1990-1999",19-20m,0,
2784,Non Residential,"1980-1989,1990-1999",20-22m,0,
2785,Non Residential,"1980-1989,1990-1999",22-24m,0,
2786,Non Residential,"1980-1989,1990-1999",24-26m,0,
2787,Non Residential,"1980-1989,1990-1999",26-28m,0,
2788,Non Residential,"1980-1989,1990-1999",28-30m,0,
2789,Non Residential,"1980-1989,1990-1999",30-35m,0,
2790,Non Residential,"1980-1989,1990-1999",35-40m,0,
2791,Non Residential,"1980-1989,1990-1999",40-45m,0,
2792,Non Residential,"1980-1989,1990-1999",45-50m,0,
2793,Non Residential,"1980-1989,1990-1999",50-55m,0,
2794,Non Residential,"1980-1989,1990-1999",55-60m,0,
2795,Non Residential,"1980-1989,1990-1999",60-70m,0,
2796,Non Residential,"1980-1989,1990-1999",70-80m,0,
2797,Non Residential,"1980-1989,1990-1999",80-90m,0,
2798,Non Residential,"1980-1989,1990-1999",90-100m,0,
2799,Non Residential,"1980-1989,1990-1999",100-200m,0,
2800,Non Residential,"1980-1989,Post 1999",0-2m,0,
2801,Non Residential,"1980-1989,Post 1999",2-3m,0,
2802,Non Residential,"1980-1989,Post 1999",3-4m,0,
2803,Non Residential,"1980-1989,Post 1999",4-5m,0,
2804,Non Residential,"1980-1989,Post 1999",5-6m,0,
2805,Non Residential,"1980-1989,Post 1999",6-7m,0,
2806,Non Residential,"1980-1989,Post 1999",7-8m,0,
2807,Non Residential,"1980-1989,Post 1999",8-9m,0,
2808,Non Residential,"1980-1989,Post 1999",9-10m,0,
2809,Non Residential,"1980-1989,Post 1999",10-11m,0,
2810,Non Residential,"1980-1989,Post 1999",11-12m,0,
2811,Non Residential,"1980-1989,Post 1999",12-13m,0,
2812,Non Residential,"1980-1989,Post 1999",13-14m,0,
2813,Non Residential,"1980-1989,Post 1999",14-15m,0,
2814,Non Residential,"1980-1989,Post 1999",15-16m,0,
2815,Non Residential,"1980-1989,Post 1999",16-17m,0,
2816,Non Residential,"1980-1989,Post 1999",17-18m,0,
2817,Non Residential,"1980-1989,Post 1999",18-19m,0,
2818,Non Residential,"1980-1989,Post 1999",19-20m,0,
2819,Non Residential,"1980-1989,Post 1999",20-22m,1,5.0
2820,Non Residential,"1980-1989,Post 1999",22-24m,0,
2821,Non Residential,"1980-1989,Post 1999",24-26m,0,
2822,Non Residential,"1980-1989,Post 1999",26-28m,0,
2823,Non Residential,"1980-1989,Post 1999",28-30m,0,
2824,Non Residential,"1980-1989,Post 1999",30-35m,0,
2825,Non Residential,"1980-1989,Post 1999",35-40m,0,
2826,Non Residential,"1980-1989,Post 1999",40-45m,0,
2827,Non Residential,"1980-1989,Post 1999",45-50m,0,
2828,Non Residential,"1980-1989,Post 1999",50-55m,0,
2829,Non Residential,"1980-1989,Post 1999",55-60m,0,
2830,Non Residential,"1980-1989,Post 1999",60-70m,0,
2831,Non Residential,"1980-1989,Post 1999",70-80m,0,
2832,Non Residential,"1980-1989,Post 1999",80-90m,0,
2833,Non Residential,"1980-1989,Post 1999",90-100m,0,
2834,Non Residential,"1980-1989,Post 1999",100-200m,0,
2835,Non Residential,"1980-1989,Pre 1919",0-2m,0,
2836,Non Residential,"1980-1989,Pre 1919",2-3m,0,
2837,Non Residential,"1980-1989,Pre 1919",3-4m,11,1.0
2838,Non Residential,"1980-1989,Pre 1919",4-5m,18,1.0
2839,Non Residential,"1980-1989,Pre 1919",5-6m,23,1.173913043478261
2840,Non Residential,"1980-1989,Pre 1919",6-7m,14,2.0
2841,Non Residential,"1980-1989,Pre 1919",7-8m,23,2.0434782608695654
2842,Non Residential,"1980-1989,Pre 1919",8-9m,75,2.1066666666666665
2843,Non Residential,"1980-1989,Pre 1919",9-10m,152,2.0789473684210527
2844,Non Residential,"1980-1989,Pre 1919",10-11m,135,2.1555555555555554
2845,Non Residential,"1980-1989,Pre 1919",11-12m,33,2.727272727272727
2846,Non Residential,"1980-1989,Pre 1919",12-13m,32,3.15625
2847,Non Residential,"1980-1989,Pre 1919",13-14m,45,3.066666666666667
2848,Non Residential,"1980-1989,Pre 1919",14-15m,36,3.2222222222222223
2849,Non Residential,"1980-1989,Pre 1919",15-16m,22,3.227272727272727
2850,Non Residential,"1980-1989,Pre 1919",16-17m,18,3.1666666666666665
2851,Non Residential,"1980-1989,Pre 1919",17-18m,7,4.142857142857143
2852,Non Residential,"1980-1989,Pre 1919",18-19m,7,4.0
2853,Non Residential,"1980-1989,Pre 1919",19-20m,11,4.0
2854,Non Residential,"1980-1989,Pre 1919",20-22m,13,4.3076923076923075
2855,Non Residential,"1980-1989,Pre 1919",22-24m,4,5.0
2856,Non Residential,"1980-1989,Pre 1919",24-26m,8,5.5
2857,Non Residential,"1980-1989,Pre 1919",26-28m,9,5.666666666666667
2858,Non Residential,"1980-1989,Pre 1919",28-30m,4,7.0
2859,Non Residential,"1980-1989,Pre 1919",30-35m,2,6.5
2860,Non Residential,"1980-1989,Pre 1919",35-40m,3,7.0
2861,Non Residential,"1980-1989,Pre 1919",40-45m,4,8.25
2862,Non Residential,"1980-1989,Pre 1919",45-50m,0,
2863,Non Residential,"1980-1989,Pre 1919",50-55m,0,
2864,Non Residential,"1980-1989,Pre 1919",55-60m,0,
2865,Non Residential,"1980-1989,Pre 1919",60-70m,0,
2866,Non Residential,"1980-1989,Pre 1919",70-80m,0,
2867,Non Residential,"1980-1989,Pre 1919",80-90m,0,
2868,Non Residential,"1980-1989,Pre 1919",90-100m,0,
2869,Non Residential,"1980-1989,Pre 1919",100-200m,0,
2870,Non Residential,"1980-1989,Unknown date",0-2m,0,
2871,Non Residential,"1980-1989,Unknown date",2-3m,1,1.0
2872,Non Residential,"1980-1989,Unknown date",3-4m,24,1.0
2873,Non Residential,"1980-1989,Unknown date",4-5m,21,1.0
2874,Non Residential,"1980-1989,Unknown date",5-6m,11,1.0
2875,Non Residential,"1980-1989,Unknown date",6-7m,1,2.0
2876,Non Residential,"1980-1989,Unknown date",7-8m,0,
2877,Non Residential,"1980-1989,Unknown date",8-9m,1,2.0
2878,Non Residential,"1980-1989,Unknown date",9-10m,2,2.0
2879,Non Residential,"1980-1989,Unknown date",10-11m,1,2.0
2880,Non Residential,"1980-1989,Unknown date",11-12m,0,
2881,Non Residential,"1980-1989,Unknown date",12-13m,0,
2882,Non Residential,"1980-1989,Unknown date",13-14m,0,
2883,Non Residential,"1980-1989,Unknown date",14-15m,0,
2884,Non Residential,"1980-1989,Unknown date",15-16m,0,
2885,Non Residential,"1980-1989,Unknown date",16-17m,0,
2886,Non Residential,"1980-1989,Unknown date",17-18m,1,4.0
2887,Non Residential,"1980-1989,Unknown date",18-19m,1,4.0
2888,Non Residential,"1980-1989,Unknown date",19-20m,0,
2889,Non Residential,"1980-1989,Unknown date",20-22m,1,4.0
2890,Non Residential,"1980-1989,Unknown date",22-24m,0,
2891,Non Residential,"1980-1989,Unknown date",24-26m,0,
2892,Non Residential,"1980-1989,Unknown date",26-28m,0,
2893,Non Residential,"1980-1989,Unknown date",28-30m,0,
2894,Non Residential,"1980-1989,Unknown date",30-35m,0,
2895,Non Residential,"1980-1989,Unknown date",35-40m,0,
2896,Non Residential,"1980-1989,Unknown date",40-45m,0,
2897,Non Residential,"1980-1989,Unknown date",45-50m,0,
2898,Non Residential,"1980-1989,Unknown date",50-55m,0,
2899,Non Residential,"1980-1989,Unknown date",55-60m,0,
2900,Non Residential,"1980-1989,Unknown date",60-70m,0,
2901,Non Residential,"1980-1989,Unknown date",70-80m,0,
2902,Non Residential,"1980-1989,Unknown date",80-90m,0,
2903,Non Residential,"1980-1989,Unknown date",90-100m,0,
2904,Non Residential,"1980-1989,Unknown date",100-200m,0,
2905,Non Residential,1990-1999,0-2m,0,
2906,Non Residential,1990-1999,2-3m,21,1.0
2907,Non Residential,1990-1999,3-4m,354,1.0
2908,Non Residential,1990-1999,4-5m,678,1.0
2909,Non Residential,1990-1999,5-6m,865,1.2890173410404624
2910,Non Residential,1990-1999,6-7m,485,2.0
2911,Non Residential,1990-1999,7-8m,1504,2.012632978723404
2912,Non Residential,1990-1999,8-9m,2424,2.040016501650165
2913,Non Residential,1990-1999,9-10m,2822,2.0896527285613042
2914,Non Residential,1990-1999,10-11m,1243,2.2196299275945295
2915,Non Residential,1990-1999,11-12m,368,2.8206521739130435
2916,Non Residential,1990-1999,12-13m,327,3.3394495412844036
2917,Non Residential,1990-1999,13-14m,227,3.317180616740088
2918,Non Residential,1990-1999,14-15m,231,3.3203463203463204
2919,Non Residential,1990-1999,15-16m,213,3.4131455399061035
2920,Non Residential,1990-1999,16-17m,179,3.5195530726256985
2921,Non Residential,1990-1999,17-18m,88,4.204545454545454
2922,Non Residential,1990-1999,18-19m,76,4.328947368421052
2923,Non Residential,1990-1999,19-20m,51,4.627450980392157
2924,Non Residential,1990-1999,20-22m,92,4.815217391304348
2925,Non Residential,1990-1999,22-24m,54,5.685185185185185
2926,Non Residential,1990-1999,24-26m,46,5.782608695652174
2927,Non Residential,1990-1999,26-28m,43,6.465116279069767
2928,Non Residential,1990-1999,28-30m,24,6.791666666666667
2929,Non Residential,1990-1999,30-35m,59,7.067796610169491
2930,Non Residential,1990-1999,35-40m,22,8.181818181818182
2931,Non Residential,1990-1999,40-45m,12,10.25
2932,Non Residential,1990-1999,45-50m,6,10.833333333333334
2933,Non Residential,1990-1999,50-55m,5,11.6
2934,Non Residential,1990-1999,55-60m,4,13.25
2935,Non Residential,1990-1999,60-70m,5,18.2
2936,Non Residential,1990-1999,70-80m,2,19.0
2937,Non Residential,1990-1999,80-90m,0,
2938,Non Residential,1990-1999,90-100m,0,
2939,Non Residential,1990-1999,100-200m,1,32.0
2940,Non Residential,"1990-1999,Post 1999,Pre 1919",0-2m,0,
2941,Non Residential,"1990-1999,Post 1999,Pre 1919",2-3m,0,
2942,Non Residential,"1990-1999,Post 1999,Pre 1919",3-4m,0,
2943,Non Residential,"1990-1999,Post 1999,Pre 1919",4-5m,0,
2944,Non Residential,"1990-1999,Post 1999,Pre 1919",5-6m,0,
2945,Non Residential,"1990-1999,Post 1999,Pre 1919",6-7m,0,
2946,Non Residential,"1990-1999,Post 1999,Pre 1919",7-8m,0,
2947,Non Residential,"1990-1999,Post 1999,Pre 1919",8-9m,0,
2948,Non Residential,"1990-1999,Post 1999,Pre 1919",9-10m,1,2.0
2949,Non Residential,"1990-1999,Post 1999,Pre 1919",10-11m,0,
2950,Non Residential,"1990-1999,Post 1999,Pre 1919",11-12m,0,
2951,Non Residential,"1990-1999,Post 1999,Pre 1919",12-13m,0,
2952,Non Residential,"1990-1999,Post 1999,Pre 1919",13-14m,0,
2953,Non Residential,"1990-1999,Post 1999,Pre 1919",14-15m,0,
2954,Non Residential,"1990-1999,Post 1999,Pre 1919",15-16m,0,
2955,Non Residential,"1990-1999,Post 1999,Pre 1919",16-17m,0,
2956,Non Residential,"1990-1999,Post 1999,Pre 1919",17-18m,0,
2957,Non Residential,"1990-1999,Post 1999,Pre 1919",18-19m,0,
2958,Non Residential,"1990-1999,Post 1999,Pre 1919",19-20m,0,
2959,Non Residential,"1990-1999,Post 1999,Pre 1919",20-22m,0,
2960,Non Residential,"1990-1999,Post 1999,Pre 1919",22-24m,0,
2961,Non Residential,"1990-1999,Post 1999,Pre 1919",24-26m,0,
2962,Non Residential,"1990-1999,Post 1999,Pre 1919",26-28m,0,
2963,Non Residential,"1990-1999,Post 1999,Pre 1919",28-30m,0,
2964,Non Residential,"1990-1999,Post 1999,Pre 1919",30-35m,0,
2965,Non Residential,"1990-1999,Post 1999,Pre 1919",35-40m,0,
2966,Non Residential,"1990-1999,Post 1999,Pre 1919",40-45m,0,
2967,Non Residential,"1990-1999,Post 1999,Pre 1919",45-50m,0,
2968,Non Residential,"1990-1999,Post 1999,Pre 1919",50-55m,0,
2969,Non Residential,"1990-1999,Post 1999,Pre 1919",55-60m,0,
2970,Non Residential,"1990-1999,Post 1999,Pre 1919",60-70m,0,
2971,Non Residential,"1990-1999,Post 1999,Pre 1919",70-80m,0,
2972,Non Residential,"1990-1999,Post 1999,Pre 1919",80-90m,0,
2973,Non Residential,"1990-1999,Post 1999,Pre 1919",90-100m,0,
2974,Non Residential,"1990-1999,Post 1999,Pre 1919",100-200m,0,
2975,Non Residential,"1990-1999,Pre 1919",0-2m,0,
2976,Non Residential,"1990-1999,Pre 1919",2-3m,0,
2977,Non Residential,"1990-1999,Pre 1919",3-4m,2,1.0
2978,Non Residential,"1990-1999,Pre 1919",4-5m,2,1.0
2979,Non Residential,"1990-1999,Pre 1919",5-6m,1,1.0
2980,Non Residential,"1990-1999,Pre 1919",6-7m,0,
2981,Non Residential,"1990-1999,Pre 1919",7-8m,3,2.0
2982,Non Residential,"1990-1999,Pre 1919",8-9m,10,2.0
2983,Non Residential,"1990-1999,Pre 1919",9-10m,13,2.0
2984,Non Residential,"1990-1999,Pre 1919",10-11m,10,2.1
2985,Non Residential,"1990-1999,Pre 1919",11-12m,4,2.75
2986,Non Residential,"1990-1999,Pre 1919",12-13m,1,3.0
2987,Non Residential,"1990-1999,Pre 1919",13-14m,6,3.0
2988,Non Residential,"1990-1999,Pre 1919",14-15m,2,3.0
2989,Non Residential,"1990-1999,Pre 1919",15-16m,1,3.0
2990,Non Residential,"1990-1999,Pre 1919",16-17m,0,
2991,Non Residential,"1990-1999,Pre 1919",17-18m,0,
2992,Non Residential,"1990-1999,Pre 1919",18-19m,0,
2993,Non Residential,"1990-1999,Pre 1919",19-20m,1,4.0
2994,Non Residential,"1990-1999,Pre 1919",20-22m,1,5.0
2995,Non Residential,"1990-1999,Pre 1919",22-24m,0,
2996,Non Residential,"1990-1999,Pre 1919",24-26m,0,
2997,Non Residential,"1990-1999,Pre 1919",26-28m,0,
2998,Non Residential,"1990-1999,Pre 1919",28-30m,0,
2999,Non Residential,"1990-1999,Pre 1919",30-35m,0,
3000,Non Residential,"1990-1999,Pre 1919",35-40m,0,
3001,Non Residential,"1990-1999,Pre 1919",40-45m,0,
3002,Non Residential,"1990-1999,Pre 1919",45-50m,0,
3003,Non Residential,"1990-1999,Pre 1919",50-55m,0,
3004,Non Residential,"1990-1999,Pre 1919",55-60m,0,
3005,Non Residential,"1990-1999,Pre 1919",60-70m,0,
3006,Non Residential,"1990-1999,Pre 1919",70-80m,0,
3007,Non Residential,"1990-1999,Pre 1919",80-90m,0,
3008,Non Residential,"1990-1999,Pre 1919",90-100m,0,
3009,Non Residential,"1990-1999,Pre 1919",100-200m,0,
3010,Non Residential,Post 1999,0-2m,0,
3011,Non Residential,Post 1999,2-3m,237,1.0
3012,Non Residential,Post 1999,3-4m,1078,1.0
3013,Non Residential,Post 1999,4-5m,1310,1.0
3014,Non Residential,Post 1999,5-6m,2064,1.439437984496124
3015,Non Residential,Post 1999,6-7m,1446,2.0
3016,Non Residential,Post 1999,7-8m,3192,2.0156641604010024
3017,Non Residential,Post 1999,8-9m,5547,2.0378583017847487
3018,Non Residential,Post 1999,9-10m,6202,2.0619155111254432
3019,Non Residential,Post 1999,10-11m,3062,2.116917047681254
3020,Non Residential,Post 1999,11-12m,791,2.9329962073324904
3021,Non Residential,Post 1999,12-13m,641,3.419656786271451
3022,Non Residential,Post 1999,13-14m,539,3.523191094619666
3023,Non Residential,Post 1999,14-15m,542,3.4981549815498156
3024,Non Residential,Post 1999,15-16m,461,3.7288503253796095
3025,Non Residential,Post 1999,16-17m,389,3.7840616966580978
3026,Non Residential,Post 1999,17-18m,181,4.624309392265193
3027,Non Residential,Post 1999,18-19m,148,4.824324324324325
3028,Non Residential,Post 1999,19-20m,130,4.923076923076923
3029,Non Residential,Post 1999,20-22m,242,5.0
3030,Non Residential,Post 1999,22-24m,108,5.842592592592593
3031,Non Residential,Post 1999,24-26m,123,6.008130081300813
3032,Non Residential,Post 1999,26-28m,107,6.607476635514018
3033,Non Residential,Post 1999,28-30m,56,7.357142857142857
3034,Non Residential,Post 1999,30-35m,94,8.0
3035,Non Residential,Post 1999,35-40m,56,8.803571428571429
3036,Non Residential,Post 1999,40-45m,38,10.552631578947368
3037,Non Residential,Post 1999,45-50m,24,12.458333333333334
3038,Non Residential,Post 1999,50-55m,19,13.368421052631579
3039,Non Residential,Post 1999,55-60m,8,15.125
3040,Non Residential,Post 1999,60-70m,13,16.692307692307693
3041,Non Residential,Post 1999,70-80m,7,20.142857142857142
3042,Non Residential,Post 1999,80-90m,10,24.0
3043,Non Residential,Post 1999,90-100m,4,35.0
3044,Non Residential,Post 1999,100-200m,3,31.333333333333332
3045,Non Residential,"Post 1999,Pre 1919",0-2m,0,
3046,Non Residential,"Post 1999,Pre 1919",2-3m,0,
3047,Non Residential,"Post 1999,Pre 1919",3-4m,0,
3048,Non Residential,"Post 1999,Pre 1919",4-5m,0,
